시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세금(만원),층,건축년도,시도,구,법정동,산여부,법정동코드,PNU,경도,위도,좌표조회방식,좌표조회에러,보증금_정수,월세_정수,전용면적_정수,건축년도_정수,주변버스정류장수,주변CCTV수,score_deposit,score_monthly_rent,score_area,score_building_year,score_bus_access,score_cctv_safety,최적점수
부산광역시 금정구 장전동,134-4,134,4,OliveZone,월세,18.04,202603,500,30,3,2013,부산광역시,금정구,장전동,0,2641010800,2641010800001340004,129.0839619970057,35.23867476140512,parcel_address,VWorld API error: NOT_FOUND,500.0,30.0,18.04,2013,21,56,0.9712230215827338,0.5384615384615384,0.38243160933237996,0.5,0.16666666666666666,0.2932330827067669,0.4571803785355421
부산광역시 동래구 온천동,1380-14,1380,14,더베스아이,월세,14.42,202603,500,30,3,2016,부산광역시,동래구,온천동,0,2626010800,2626010800013800014,129.06799868762397,35.2027540565996,parcel_address,VWorld API error: NOT_FOUND,500.0,30.0,14.42,2016,35,25,0.9712230215827338,0.5384615384615384,0.19069939885066606,0.625,0.4583333333333333,0.06015037593984962,0.4547048637574951
부산광역시 수영구 광안동,120-167,120,167,지산하우스,월세,18.45,202603,500,31,3,2012,부산광역시,수영구,광안동,0,2650010400,2650010400001200167,129.1143733840894,35.16002408853768,parcel_address,VWorld API error: NOT_FOUND,500.0,31.0,18.45,2012,20,59,0.9712230215827338,0.523076923076923,0.40414713593390006,0.4583333333333333,0.14583333333333334,0.3157894736842105,0.4534966860922063
부산광역시 연제구 연산동,1320-16,1320,16,골든뷰,월세,16.16,202603,500,30,3,2012,부산광역시,연제구,연산동,0,2647010200,2647010200013200016,129.0804095085974,35.18094377174421,parcel_address,VWorld API error: NOT_FOUND,500.0,30.0,16.16,2012,25,56,0.9712230215827338,0.5384615384615384,0.2828579751595562,0.4583333333333333,0.25,0.2932330827067669,0.4497656517009773
부산광역시 금정구 부곡동,308-32,308,32,그린빌,월세,17.33,202603,200,29,2,2011,부산광역시,금정구,부곡동,0,2641010900,2641010900003080032,129.0922823385465,35.22486063895814,parcel_address,VWorld API error: NOT_FOUND,200.0,29.0,17.33,2011,21,57,0.9928057553956835,0.5538461538461539,0.34482667302243053,0.4166666666666667,0.16666666666666666,0.3007518796992481,0.4487682106379567
부산광역시 연제구 거제동,500-51,500,51,수림하우스나동,월세,17.67,202603,"1,500",30,2,2019,부산광역시,연제구,거제동,0,2647010100,2647010100005000051,129.07086704209172,35.17876745984286,parcel_address,VWorld API error: NOT_FOUND,1500.0,30.0,17.67,2019,20,43,0.8992805755395683,0.5384615384615384,0.36283467069198394,0.75,0.14583333333333334,0.19548872180451127,0.4486413030989831
부산광역시 남구 대연동,543-2,543,2,르씨엘대연,월세,12.53,202603,"11,000",10,3,2022,부산광역시,남구,대연동,0,2629010600,2629010600005430002,129.09997698136846,35.132974648409686,parcel_address,VWorld API error: NOT_FOUND,11000.0,10.0,12.53,2022,23,104,0.2158273381294964,0.8461538461538461,0.09059611768756123,0.875,0.20833333333333334,0.6541353383458647,0.44701106090625237
부산광역시 수영구 광안동,90-46,90,46,청목구름처럼,월세,14.17,202603,300,35,2,2013,부산광역시,수영구,광안동,0,2650010400,2650010400000900046,129.11590886487355,35.16534609070123,parcel_address,VWorld API error: NOT_FOUND,300.0,35.0,14.17,2013,29,62,0.9856115107913669,0.46153846153846156,0.17745822409364162,0.5,0.3333333333333333,0.3383458646616541,0.4430596101110404
부산광역시 부산진구 개금동,177-279,177,279,펜트힐,월세,15.0675,202603,500,55,14,2023,부산광역시,부산진구,개금동,0,2623011100,2623011100001770279,129.0220561135799,35.15219249368788,parcel_address,VWorld API error: NOT_FOUND,500.0,55.0,15.0675,2023,39,33,0.9712230215827338,0.15384615384615385,0.22499404147135943,0.9166666666666666,0.5416666666666666,0.12030075187969924,0.4394966050828676
부산광역시 수영구 광안동,659-8,659,8,센티움시티7차,월세,22.6666,202603,"1,000",65,10,2018,부산광역시,수영구,광안동,0,2650010400,2650010400006590008,129.11379721726485,35.162703556777,parcel_address,VWorld API error: NOT_FOUND,1000.0,65.0,22.6666,2018,22,69,0.935251798561151,0.0,0.6274780858557771,0.7083333333333334,0.1875,0.39097744360902253,0.4327633368300149
부산광역시 북구 덕천동,314-1,314,1,파크오피스텔,월세,16.12,202603,100,35,2,2011,부산광역시,북구,덕천동,0,2632010400,2632010400003140001,129.0065252307125,35.213824958003904,parcel_address,VWorld API error: NOT_FOUND,100.0,35.0,16.12,2011,24,58,1.0,0.46153846153846156,0.28073938719843233,0.4166666666666667,0.22916666666666666,0.3082706766917293,0.4321961712511382
부산광역시 부산진구 양정동,314-2,314,2,건아펜트하우스,월세,15.15,202603,500,39,9,2021,부산광역시,부산진구,양정동,0,2623010100,2623010100003140002,129.06925620403615,35.17577945880968,parcel_address,VWorld API error: NOT_FOUND,500.0,39.0,15.15,2021,27,32,0.9712230215827338,0.4,0.22936362914117747,0.8333333333333334,0.2916666666666667,0.11278195488721804,0.430140138965395
부산광역시 연제구 연산동,1255-28,1255,28,(1255-28),월세,18.47,202603,500,43,2,2014,부산광역시,연제구,연산동,0,2647010200,2647010200012550028,129.0787994811114,35.18607308056136,parcel_address,VWorld API error: NOT_FOUND,500.0,43.0,18.47,2014,22,54,0.9712230215827338,0.3384615384615385,0.40520642991446204,0.5416666666666666,0.1875,0.2781954887218045,0.4278130368875475
부산광역시 수영구 광안동,102-28,102,28,햇살하우스,월세,17.82,202603,500,30,4,2010,부산광역시,수영구,광안동,0,2650010400,2650010400001020028,129.1176535728143,35.16285081656504,parcel_address,VWorld API error: NOT_FOUND,500.0,30.0,17.82,2010,18,53,0.9712230215827338,0.5384615384615384,0.37077937554619855,0.375,0.10416666666666667,0.2706766917293233,0.4264664731316893
부산광역시 금정구 장전동,26-3,26,3,무지개,월세,21.63,202603,"1,000",36,3,2013,부산광역시,금정구,장전동,0,2641010800,2641010800000260003,129.08139367899864,35.2377629565365,parcel_address,VWorld API error: NOT_FOUND,1000.0,36.0,21.63,2013,13,45,0.935251798561151,0.4461538461538461,0.572574878843251,0.5,0.0,0.21052631578947367,0.4256124621520131
부산광역시 수영구 광안동,145-40,145,40,흑석그린파크,월세,16.2,202603,"3,000",22,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001450040,129.11478746575318,35.15790540967937,parcel_address,VWorld API error: NOT_FOUND,3000.0,22.0,16.2,2017,17,47,0.7913669064748201,0.6615384615384615,0.2849765631206801,0.6666666666666666,0.08333333333333333,0.22556390977443608,0.42517596070255004
부산광역시 부산진구 양정동,238-8,238,8,골든하우스,월세,17.0435,202603,300,29,4,2010,부산광역시,부산진구,양정동,0,2623010100,2623010100002380008,129.07393866743047,35.17829976422983,parcel_address,VWorld API error: NOT_FOUND,300.0,29.0,17.0435,2010,25,27,0.9856115107913669,0.5538461538461539,0.3296522867508807,0.375,0.25,0.07518796992481203,0.42331961022683384
부산광역시 북구 덕천동,319-7,319,7,원시티,월세,15.4,202603,"1,000",30,2,2016,부산광역시,북구,덕천동,0,2632010400,2632010400003190007,129.01305583844362,35.21450408640626,parcel_address,VWorld API error: NOT_FOUND,1000.0,30.0,15.4,2016,16,62,0.935251798561151,0.5384615384615384,0.2426048038982019,0.625,0.0625,0.3383458646616541,0.42225291795536884
부산광역시 수영구 광안동,142-10,142,10,두성벨라지오,월세,25.39,202603,"1,000",56,5,2012,부산광역시,수영구,광안동,0,2650010400,2650010400001420010,129.1139397602318,35.1580882931284,parcel_address,VWorld API error: NOT_FOUND,1000.0,56.0,25.39,2012,17,49,0.935251798561151,0.1384615384615384,0.7717221471888988,0.4583333333333333,0.08333333333333333,0.24060150375939848,0.42091473247816985
부산광역시 부산진구 양정동,313-13,313,13,프라디움,월세,15.67,202603,300,39,2,2017,부산광역시,부산진구,양정동,0,2623010100,2623010100003130013,129.0699130456871,35.175671215150096,parcel_address,VWorld API error: NOT_FOUND,300.0,39.0,15.67,2017,26,35,0.9856115107913669,0.4,0.2569052726357883,0.6666666666666666,0.2708333333333333,0.13533834586466165,0.42035686635889535
부산광역시 해운대구 중동,1323-3,1323,3,JS타운1,월세,18.2,202603,100,40,4,2012,부산광역시,해운대구,중동,0,2635010600,2635010600013230003,129.17043729161145,35.16761328859328,parcel_address,VWorld API error: NOT_FOUND,100.0,40.0,18.2,2012,27,24,1.0,0.3846153846153846,0.39090596117687565,0.4583333333333333,0.2916666666666667,0.05263157894736842,0.41716567266722404
부산광역시 사하구 하단동,595-17,595,17,블루원,월세,13.13,202603,"2,000",22,4,2013,부산광역시,사하구,하단동,0,2638010300,2638010300005950017,128.9626251286398,35.10544525856572,parcel_address,VWorld API error: NOT_FOUND,2000.0,22.0,13.13,2013,20,49,0.8633093525179856,0.6615384615384615,0.12237493710441998,0.5,0.14583333333333334,0.24060150375939848,0.4015359748368506
부산광역시 수영구 광안동,102-21,102,21,올리브하우스,월세,14.58,202603,500,39,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001020021,129.11725976214197,35.16263547240328,parcel_address,VWorld API error: NOT_FOUND,500.0,39.0,14.58,2017,20,51,0.9712230215827338,0.4,0.19917375069516172,0.6666666666666666,0.14583333333333334,0.2556390977443609,0.39969740137142984
부산광역시 연제구 연산동,1405-25,1405,25,하이트빌B동,월세,16.38,202603,300,40,3,2012,부산광역시,연제구,연산동,0,2647010200,2647010200014050025,129.07672946831087,35.18411387890315,parcel_address,VWorld API error: NOT_FOUND,300.0,40.0,16.38,2012,17,64,0.9856115107913669,0.3846153846153846,0.29451020894573765,0.4583333333333333,0.08333333333333333,0.3533834586466165,0.39917436412792195
부산광역시 연제구 연산동,1498-20,1498,20,마이빌,월세,17.13,202603,"2,000",29,3,2012,부산광역시,연제구,연산동,0,2647010200,2647010200014980020,129.075412046916,35.183140762165266,parcel_address,VWorld API error: NOT_FOUND,2000.0,29.0,17.13,2012,15,48,0.8633093525179856,0.5538461538461539,0.334233733216811,0.4583333333333333,0.041666666666666664,0.23308270676691728,0.3962414529719951
부산광역시 연제구 연산동,410-29,410,29,금강블루빌,월세,16.54,202603,300,33,2,2012,부산광역시,연제구,연산동,0,2647010200,2647010200004100029,129.10204607536497,35.18539574886316,parcel_address,VWorld API error: NOT_FOUND,300.0,33.0,16.54,2012,21,26,0.9856115107913669,0.49230769230769234,0.30298456079023334,0.4583333333333333,0.16666666666666666,0.06766917293233082,0.3962172198448065
부산광역시 부산진구 가야동,644-25,644,25,마이크로하우스,월세,13.6,202603,500,35,5,2012,부산광역시,부산진구,가야동,0,2623011000,2623011000006440025,129.02677516151084,35.1506245754008,parcel_address,VWorld API error: NOT_FOUND,500.0,35.0,13.6,2012,25,41,0.9712230215827338,0.46153846153846156,0.14726834564762586,0.4583333333333333,0.25,0.18045112781954886,0.39034581718089323
부산광역시 부산진구 가야동,644-25,644,25,마이크로하우스,월세,13.6,202603,500,35,5,2012,부산광역시,부산진구,가야동,0,2623011000,2623011000006440025,129.02677516151084,35.1506245754008,parcel_address,VWorld API error: NOT_FOUND,500.0,35.0,13.6,2012,25,41,0.9712230215827338,0.46153846153846156,0.14726834564762586,0.4583333333333333,0.25,0.18045112781954886,0.39034581718089323
부산광역시 수영구 민락동,146-18,146,18,리치빌,월세,16.43,202603,500,29,4,2010,부산광역시,수영구,민락동,0,2650010300,2650010300001460018,129.11952647198294,35.16375229687044,parcel_address,VWorld API error: NOT_FOUND,500.0,29.0,16.43,2010,15,41,0.9712230215827338,0.5538461538461539,0.2971584438971426,0.375,0.041666666666666664,0.18045112781954886,0.3887853752923351
부산광역시 남구 대연동,1501-13,1501,13,메타시티,월세,14.573,202603,500,63,2,2025,부산광역시,남구,대연동,0,2629010600,2629010600015010013,129.08866860207556,35.141242453286985,parcel_address,VWorld API error: NOT_FOUND,500.0,63.0,14.573,2025,21,60,0.9712230215827338,0.03076923076923077,0.19880299780196506,1.0,0.16666666666666666,0.3233082706766917,0.3734274728864863
